video_id,trending_date,title,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
8wbrVyWBYr8,17.17.11,The Flash 4x07 Extended Promo Therefore I Am (HD) Season 4 Episode 7 Extended Promo,TV Promos,24,2017-11-15T06:02:10.000Z,253729,2474,35,549,FALSE,FALSE,FALSE
ZLFwFwKZCGg,17.17.11,"#FBTitBit - En Aaloda Seruppa Kaanom | Releasing on Nov 17th | Anandhi, Thamizh | Jagannaath",Ondraga Entertainment,1,2017-11-14T13:30:39.000Z,101712,1426,64,41,FALSE,FALSE,FALSE
9Fg_C0In88g,17.17.11,திருமணமான 4 நாட்களில் பெண்ணுக்கு வரதட்சணைக் கொடுமை  - காஞ்சிபுரம்,Polimer News,25,2017-11-14T07:23:44.000Z,165409,634,75,85,FALSE,FALSE,FALSE
bFcHu8jCBRw,17.17.11,Review On Bigg Boss 11: Vikas Gupta's Sacrifice For Shilpa Shinde! Part 2,Saas Bahu Aur Betiyaan,24,2017-11-14T11:03:33.000Z,133517,637,73,206,FALSE,FALSE,FALSE
zOOmEDwPJX0,17.17.11,Jannat (Full Song) Aatish - Latest Punjabi Song 2017 - New Punjabi Songs 2017 - WHM,White Hill Music,10,2017-11-11T12:02:09.000Z,3733789,54050,1286,2813,FALSE,FALSE,FALSE
8uP0-0IOaxk,17.17.11,WHEN SHE BUYS A BRAND NEW CAR | Sham Idrees,Sham Idrees,24,2017-11-15T15:00:00.000Z,346107,32984,828,4680,FALSE,FALSE,FALSE
YXSbUKHg2to,17.17.11,"Jinder Mahal vows to come after WWE Champion AJ Styles: SmackDown LIVE, Nov. 14, 2017",WWE,17,2017-11-15T02:31:01.000Z,389636,6858,376,933,FALSE,FALSE,FALSE
zXFNwaD11Vs,17.17.11,"18 November - शनि अमावस्या - साल का सबसे बड़ा शनिवार - तुला,सिंह,कर्क की रातोंरात चमक जाएगी किस्मत",जय माँ वैष्णो देवी,22,2017-11-15T15:30:03.000Z,49291,422,85,16,FALSE,FALSE,FALSE
SEfbUD0PZ-k,17.17.11,हार्दिक की सीडी वाली लड़की पर खुलासा/ABHISHAR SHARMA ON HARDIK CD,National Dastak,25,2017-11-15T05:57:41.000Z,46826,990,83,158,FALSE,FALSE,FALSE
y5TM_K-ldDs,17.17.11,"En Aaloda Seruppa Kaanom - Moviebuff Sneak Peek | Anandhi, Tamizh",Moviebuff Tamil,24,2017-11-14T10:00:02.000Z,183640,2986,131,54,FALSE,FALSE,FALSE
FOJFv1HOQLY,17.17.11,शनि अमावस्या 18 नवम्बर को बस एक माचिस रातोरात चमका देगे किस्मत इतना आयेगा पैसा की संभाल नही पाओगे,Magical Nuskhe,26,2017-11-15T11:46:50.000Z,36705,497,31,14,FALSE,FALSE,FALSE
PubzoQK0pR4,17.17.11,1000-கோடியில் விவேக் திருமணம் நடத்திய சசிகலா! அதிர்ச்சியில் ஐ.டி.அதிகாரிகள்! VIVEK...I.T.RAID..!,UNIVERSE T.V.,22,2017-11-14T09:44:21.000Z,76490,251,67,19,FALSE,FALSE,FALSE
7gShaSuK_PY,17.17.11,ஜெயலலிதாவின் உயில் சிக்கியது  அப்பல்லோ சி.டி.யை தேடிய  அதிகாரிகள் - சோதனையின் பின்னணி,Next Gen,22,2017-11-13T06:52:47.000Z,292060,582,200,43,FALSE,FALSE,FALSE
CLl1RbxDRAs,17.17.11,Meri Setting Karwado Prank - Bakchodi ki Hadd - TST comment Trolling,TroubleSeekerTeam,23,2017-11-12T13:16:38.000Z,365858,18073,865,1381,FALSE,FALSE,FALSE
F3R5gCnaKt8,17.17.11,Sai Tera Shirdi Ka Jawab Nahi - Saibaba Songs - Saibaba Bhajan By Anil Bawara,Sai Aashirwad,10,2017-11-16T00:30:01.000Z,25461,178,22,30,FALSE,FALSE,FALSE
EFkd5ymLfjs,17.17.11,2 பாதாள அறைகள் செக் பண்ணும் போது  பார்த்தது என்ன ஒரு  அதிர்ச்சி  தகவல்,TAMIL CINEMA CINI MINI,25,2017-11-14T17:13:28.000Z,74821,88,38,5,FALSE,FALSE,FALSE
aJleFt0EV7I,17.17.11,సింగర్ మధు ప్రియ కు ఎంత పెద్ద కొడుకు వున్నాడో చూస్తే ఆశ్చర్యపోవాల్సిందే,Mirchi Guru,24,2017-11-16T02:30:00.000Z,29822,31,62,0,TRUE,FALSE,FALSE
ZwciKVhBZfE,17.17.11,Bigg Boss 11: Gauhar Khan CALLS Akash Dadlani STUPID over FIGHT with Vikas - Shilpa | FilmiBeat,FilmiBeat,24,2017-11-16T09:43:37.000Z,41040,341,58,157,FALSE,FALSE,FALSE
ZIHhuwvT7R0,17.17.11,"Asli Fighter (Okka Ammayi Thappa) 2017 NEW Full Hindi Dubbed Movie | Sundeep Kishan, Nithya Menen",RKD Digital,24,2017-11-11T19:24:38.000Z,3645728,19546,1980,1384,FALSE,FALSE,FALSE
dFvyE_-S4JY,17.17.11,'झक मारली आणि महाराष्ट्र भूषण दिला' जेव्हा बाळा साहेबांना दिलेला उपदेश नानां वरच उलटला,PCMC News,25,2017-11-15T08:06:42.000Z,165909,576,122,32,FALSE,FALSE,FALSE
B4FySeq6DIo,17.17.11,"Narendra Modi latest Full speech Indian Community in Manila, Philippines",Pyara Hindustan,25,2017-11-13T12:27:44.000Z,148461,2542,156,262,FALSE,FALSE,FALSE
5xYzLjwDoPM,17.17.11,"All in One Super Entertainer Promo | 15th November 2017 | Dhee 10,Jabardasth,Extra Jabardasth",mallemalatv,24,2017-11-14T05:41:51.000Z,469593,1836,226,217,FALSE,FALSE,FALSE
OK297-PAEs0,17.17.11,Remarriage on the sets of #NeethoneDance & everyone becomes emotional  Sat  & Sun  at 9 PM #OPPO​,Star Maa,24,2017-11-14T14:08:21.000Z,197499,1081,100,82,FALSE,FALSE,FALSE
yYTMQ7GKQVA,17.17.11,ನಟಿ ಜಯಪ್ರದ ಮಗನ ಮದುವೆ ಹೇಗಿತ್ತು ನೋಡಿ | Jayaprada Son's Marriage Rare And Unseen Beautiful Moments |,crazzy world,24,2017-11-16T04:20:34.000Z,49999,63,28,1,FALSE,FALSE,FALSE
MXGNBurVnb0,17.17.11,Who has the most Nandi Awards in Telugu? | Tollywood Heroes | New Waves,New Waves,24,2017-11-15T15:40:29.000Z,28816,318,29,59,FALSE,FALSE,FALSE
M1_u9gCoCXU,17.17.11,The Liplock | Malayalam Short Movie | Official | 2K |,Team Jango Space,24,2017-11-14T08:30:00.000Z,64585,1200,62,187,FALSE,FALSE,FALSE
g8QsfJhFpjY,17.17.11,New bike vs Old bike - the reality,Jump Cuts,24,2017-11-12T04:30:01.000Z,1206433,65917,1752,2778,FALSE,FALSE,FALSE
q0-SCcsuSSs,17.17.11,Akkineni Nagarjuna Response On Annapurna Studios Fire Mishap | iNews,I News,25,2017-11-13T15:30:47.000Z,108728,0,0,29,FALSE,TRUE,FALSE
17uT4FQt7og,17.17.11,কাঁচড়াপাড়ায় ডাকাত কালীবাড়িতে পুজো দিতে এসে কি বললেন মুকুল রায় ??,Kolkata24x7 News Stream,25,2017-11-15T10:32:26.000Z,43480,62,26,5,FALSE,FALSE,FALSE
V8b805Xk6KU,17.17.11,SnG: Do You Believe In Miracles? feat. Vidya Balan | The Big Question S2 Ep17 Part 2,SnG Comedy,23,2017-11-14T12:32:37.000Z,50641,1305,32,187,FALSE,FALSE,FALSE
tkPM0nuPFFk,17.17.11,"Knee Pain Causes, Treatments - Home Remedies - Tamil Health Tips",24 Tamil Health & Beauty,26,2017-11-15T10:54:36.000Z,31856,0,0,8,FALSE,TRUE,FALSE
1K-mJLfsaCk,17.17.11,ஜெ. உதவியாளர் பூங்குன்றன் சொன்ன ரகசியம் - டெல்லிக்கு பறந்த தகவல்,FLASH NEWS,25,2017-11-16T06:33:55.000Z,16012,20,9,0,FALSE,FALSE,FALSE
HXYS-RTe2Js,17.17.11,How To Shop For Weddings & Trousseau | #TheShaadiSaga | Shreya Jain,Shreya Jain,26,2017-11-15T05:43:34.000Z,49501,2489,111,473,FALSE,FALSE,FALSE
R_PvsjjXRz8,17.17.11,தெரியமால் சிக்கிகொண்ட விவேக் ? தந்திரமாக தப்பித்த தினகரன் !|Tamil Latest News|,Tamil Cine News,24,2017-11-14T06:53:33.000Z,56936,83,29,7,FALSE,FALSE,FALSE
rnDPb5jQdLc,17.17.11,AIRTEL Exposed | 3 Ways How Bharti AIRTEL Fooling its 4G Customers | JIO vs AIRTEL in HINDI,SidTalk,27,2017-11-16T09:13:33.000Z,143304,11876,869,3553,FALSE,FALSE,FALSE
1ZAPwfrtAFY,17.17.11,The Trump Presidency: Last Week Tonight with John Oliver (HBO),LastWeekTonight,24,2017-11-13T07:30:00.000Z,5392036,142006,10797,18930,FALSE,FALSE,FALSE
5nEogChRGE8,17.17.11,Donald Trump Jr. and WikiLeaks; Trump Meets Duterte: A Closer Look,Late Night with Seth Meyers,23,2017-11-15T02:00:01.000Z,1698875,18073,1013,1751,FALSE,FALSE,FALSE
#NAME?,17.17.11,জিৎ তার মেয়ের সঙ্গে Children's Day-তে কি করলেন দেখুন | Jeet & his Daughter on Children's Day at Home,Cine Gossip,24,2017-11-15T08:06:49.000Z,40104,170,14,12,FALSE,FALSE,FALSE
3Qqbz4NMTd0,17.17.11,Current Affairs Live 2.0 | 16 Nov 2017 | करंट अफेयर्स लाइव 2.0 | All Competitive Exams,Mahendra Guru : Online Videos For Govt. Exams,27,2017-11-16T03:46:45.000Z,12807,648,4,75,FALSE,FALSE,FALSE
LmYqHHXWrVM,17.17.11,DNA: Goons robbing crores from train with just ₹2 busted,Zee News,25,2017-11-15T17:35:33.000Z,68014,1301,109,166,FALSE,FALSE,FALSE
y8uB4JpFSBY,17.17.11,ఆ డ్రస్ తో తన పరువు ఎలా తీసుకుందో చూడండి పాపం| sAMANTA nAGA cHAITHANYA wEDDING rECEPTION,Movie Reviews,25,2017-11-14T06:55:45.000Z,549480,433,833,0,TRUE,FALSE,FALSE
Kiv73Gbaxr0,17.17.11,Maddelacheruvu Suri Sister Gangula Hemalatha Reddy Full Interview | Talking Politics With iDream#289,iDream News,25,2017-11-14T14:52:38.000Z,46256,386,52,203,FALSE,FALSE,FALSE
7V6Z1uh3sqg,17.17.11,The startup | 1 Kg Biriyani | TVF Machi,1 Kg Biriyani,23,2017-11-15T11:32:04.000Z,65537,3518,236,200,FALSE,FALSE,FALSE
FCv9vvuGMlY,17.17.11,tv9 కి నాసమాధానం Chirravuri Foundation Telugu Devotional Pooja Tv9 Jayam Ism solution kubera muggu,CHIRRAVURI FOUNDATION,22,2017-11-16T04:49:27.000Z,30539,1123,27,411,FALSE,FALSE,FALSE
QDsZ3HP3xdk,17.17.11,கோடநாட்டில் 1 மணி நேரம் கர்சன் எஸ்டேட்டில் 90 மணி நேரம்,Sathiyam News,25,2017-11-15T13:02:12.000Z,21852,0,0,1,FALSE,TRUE,FALSE
6MAqLTAR6qA,17.17.11,"Sembarathi - Episode 22 - November 15, 2017 - Best Scene",zeetamil,24,2017-11-15T23:02:34.000Z,82552,317,33,19,FALSE,FALSE,FALSE
vAoYxP1cdQc,17.17.11,Kathi Mahesh Comments On Balakrishna Legend Movie | Nandi Awards | hmtv News,hmtv News,25,2017-11-15T12:40:01.000Z,60613,481,154,231,FALSE,FALSE,FALSE
6vcFAkNelfY,17.17.11,Types Of Kaam Wali Bai (House Maids) | Captain Nick,Captain Nick,24,2017-11-16T05:30:01.000Z,194696,17547,223,1948,FALSE,FALSE,FALSE
OGNq72p-zgs,17.17.11,Nandini | Today at 9 PM | Gemini TV,Gemini TV,24,2017-11-15T14:22:17.000Z,54257,128,17,76,FALSE,FALSE,FALSE
qcPWjww3EN4,17.17.11,இவர் கூறுவதை கேளுங்கள்,Viral Video News,25,2017-11-15T07:48:37.000Z,39441,1233,8,77,FALSE,FALSE,FALSE
S7VyPNc75m4,17.17.11,ஜோதிகா வசனத்தால் சர்ச்சை - தே... பயலுகளாவா..?,Newstamil.in,24,2017-11-16T09:22:47.000Z,11362,34,13,4,FALSE,FALSE,FALSE
ey1SQ-rz22E,17.17.11,22 BEST HOME DECOR IDEAS,5-Minute Crafts,26,2017-11-16T00:30:00.000Z,686550,9445,625,370,FALSE,FALSE,FALSE
NTlI8HLVTHU,17.17.11,IELTS LISTENING PRACTICE TEST 2017 WITH ANSWERS | 16.11.2017,The IELTS Listening Test,27,2017-11-16T04:16:38.000Z,17032,321,11,98,FALSE,FALSE,FALSE
4Mwz2b7HW00,17.17.11,ఈ నెల 18 తారీకు లోపు ఈ వస్తువులు తెచ్చుకుంటే డబ్బే  డబ్బు,local telugu,22,2017-11-15T02:24:45.000Z,29966,118,25,1,FALSE,FALSE,FALSE
qltp1qcIP1Y,17.17.11,Colgate வெறும் 1 நிமிஷத்துல உங்க கண் கருவளையங்களை(Dark Circles)காணாமலாக்கிடும் | DARK CIRCLES REMOVE,Blooup Tv,26,2017-11-13T19:45:33.000Z,412768,3633,365,255,FALSE,FALSE,FALSE
m4oqHFSqHr0,17.17.11,Anubrata Mandal's justifies his threat to police,24 ghanta,24,2017-11-15T14:51:21.000Z,32649,152,33,34,FALSE,FALSE,FALSE
cFvFRcwpOuk,17.17.11,हा पोलीस राज ठाकरे बद्दल काय बोलला तुम्हीच बघा..,Viral In Marathi,24,2017-11-15T16:08:16.000Z,171592,1586,157,110,FALSE,FALSE,FALSE
KHxdrECEsD0,17.17.11,Peehu Srivastav Performs On Daiya Yeh Main Kahan Aa Phasi | The Voice India Kids | Episode 1,The Voice India Kids,24,2017-11-11T19:19:13.000Z,755543,3513,372,272,FALSE,FALSE,FALSE
S32NP0KPP2A,17.17.11,நரைமுடி இயற்கையாக கருமையாக மாற  natural hair dye in tamil,Tamil 4 Health,24,2017-11-15T12:44:07.000Z,21540,195,17,10,FALSE,FALSE,FALSE
fpxBxp9QKrk,17.18.11,"HELLO! Teaser - Akhil Akkineni, Kalyani Priyadarshan || Directed by Vikram K Kumar",Annapurna Studios,24,2017-11-16T13:39:24.000Z,2812994,61589,4613,4822,FALSE,FALSE,FALSE
gnLGPslfX0c,17.18.11,Types Of LUDO Players | Harsh Beniwal,Harsh Beniwal,23,2017-11-16T14:32:26.000Z,1751208,134205,3959,7121,FALSE,FALSE,FALSE
yeij2JKM1mU,17.18.11,The Palti-Khor FRIEND,ashish chanchlani vines,23,2017-11-17T13:13:52.000Z,1252197,129555,1361,10814,FALSE,FALSE,FALSE
PFcehzVfIH8,17.18.11,Hyper Aadi clarifies on comments against Kathi Mahesh - TV9 Exclusive,TV9 Telugu,25,2017-11-17T05:36:45.000Z,534946,7827,1766,10841,FALSE,FALSE,FALSE
9bv11NgyTi8,17.18.11,Hyper Aadi is a cheap comedian || Kathi Mahesh - TV9 Trending,TV9 Trending,25,2017-11-17T06:56:15.000Z,344618,3071,823,2831,FALSE,FALSE,FALSE
zVc-Oe1wZGc,17.18.11,"Thiruttuppayale 2 Trailer | Susi Ganeshan | Bobby Simha, Prasanna, Amala Paul | Vidya Sagar",Think Music India,1,2017-11-17T11:30:47.000Z,509664,7166,557,0,TRUE,FALSE,FALSE
rLwyewjozJs,17.18.11,Modern Swayamwaram | VIVA,VIVA,23,2017-11-17T08:55:42.000Z,345266,15398,1445,1430,FALSE,FALSE,FALSE
yoraaGd5gvg,17.18.11,Types of Salesman Feat. Harsh Beniwal | RealSHIT,RealSHIT,24,2017-11-16T14:08:41.000Z,955689,50319,1535,3025,FALSE,FALSE,FALSE
56zxKLA0SuQ,17.18.11,தே... பயலுகளாவா..? - ஏம்மா ஜோதிகா ரசிகர்களா இருக்குறது ஒரு குத்தமா?- வீடியோ,Tamil Filmibeat,24,2017-11-16T08:02:59.000Z,847610,2174,879,515,FALSE,FALSE,FALSE
jfC0sCvtrB8,17.18.11,"Hyper Aadi, Raijing Raju Performance | Jabardasth | 16th November 2017 | ETV  Telugu",ETV Jabardasth,22,2017-11-17T05:04:52.000Z,1297438,6988,993,568,FALSE,FALSE,FALSE
fWajtP80g54,17.18.11,"Mersal - Neethanae Tamil Video | Vijay, Samantha | A.R. Rahman",SonyMusicSouthVEVO,10,2017-11-17T10:58:54.000Z,736603,53375,770,989,FALSE,FALSE,FALSE
#NAME?,17.18.11,Hyper Aadi's Skits target women & vulnerable people || Social Activist Devi - TV9 Today,TV9 Today,25,2017-11-17T06:45:35.000Z,228047,1395,678,1928,FALSE,FALSE,FALSE
8wRYvW8s7n0,17.18.11,Half Boil | Web Series - Episode 8 | Sneak Peek | GO-SU | Madras Central,Madras Central,24,2017-11-17T13:31:46.000Z,276576,10072,160,913,FALSE,FALSE,FALSE
Y83L3JOlWHo,17.18.11,THINGS SIBLINGS DO TO ANNOY EACH OTHER Ft. Nitibha Kaul | Hasley India,Hasley India,23,2017-11-15T14:16:09.000Z,963232,37235,2144,1489,FALSE,FALSE,FALSE
_xB2Kry8JOk,17.18.11,BYN : The Broker Code,Be YouNick,23,2017-11-16T10:10:03.000Z,622752,32184,1173,1929,FALSE,FALSE,FALSE
#NAME?,17.18.11,Hyper aadhi vs Social Activist Devi part 2 || Jabardasth Aadi || Noix Tv,NOIX TV,24,2017-11-17T10:20:29.000Z,90335,856,257,1923,FALSE,FALSE,FALSE
4xyM3WzEfBM,17.18.11,Pove Pora | 16th November 2017 | Full Episode 18 | ETV Plus,ETV Plus India,23,2017-11-16T17:30:07.000Z,591187,4198,766,2596,FALSE,FALSE,FALSE
wXVrRZm8mhA,17.18.11,Eruma Saani | Odavum Mudiyadhu Oliyavum Mudiyadhu Title Motion Poster,Eruma Saani,24,2017-11-17T13:48:29.000Z,169483,10430,321,459,FALSE,FALSE,FALSE
LWkkT7y0sa4,17.18.11,"WWE RAW 13th November 2017 , braun strowman vs Kane",Akashi Tv,24,2017-11-14T04:25:30.000Z,2601017,11170,2469,1646,FALSE,FALSE,FALSE
ysOGmCHU6C4,17.18.11,KUNBA DHARME KA || EPISODE: 37 तू लेग्या जीसा ... || Haryanvi Webseries || Mukesh Dahiya Comedy,DAHIYA FILMS,24,2017-11-17T08:42:58.000Z,318267,5051,453,625,FALSE,FALSE,FALSE
-pRBNnI-9dM,17.18.11,You are Single for a Reason | Aashqeen,Aashqeen,23,2017-11-17T15:11:33.000Z,370489,28078,491,1937,FALSE,FALSE,FALSE
PDlw1Tn-PVk,17.18.11,Cute Munda - Sharry Mann (Full Video Song) | Parmish Verma | Punjabi Songs 2017 | Lokdhun Punjabi,Lokdhun Punjabi,10,2017-11-17T04:29:22.000Z,3013420,115005,2389,5641,FALSE,FALSE,FALSE
pgOe401AYLs,17.18.11,Film Critic Kathi Mahesh criticized Balakrishna on Influence in Nandi Awards Selection | Mahaa News,Mahaa News,25,2017-11-16T12:12:54.000Z,219601,903,398,467,FALSE,FALSE,FALSE
coOKvrsmQiI,17.18.11,RAMPAGE - OFFICIAL TRAILER 1 [HD],Warner Bros. Pictures,24,2017-11-16T21:15:08.000Z,7797259,94548,8233,17122,FALSE,FALSE,FALSE
BwYmaDSXdQY,17.18.11,OnePlus 5T Unboxing and First Look - Giveaway Special 🔥 🔥 🔥,Technical Guruji,28,2017-11-17T07:40:54.000Z,572811,139021,1316,127376,FALSE,FALSE,FALSE
olZ2dwyD6R8,17.18.11,Son Of Abish feat. Gursimran Khamba & Jwala Gutta,Abish Mathew,23,2017-11-17T14:28:44.000Z,272736,9550,278,933,FALSE,FALSE,FALSE
CfLCQ7UV7JE,17.18.11,S3 (Yamudu 3) Movie Scenes - Surya Stuns Anoop Singh And Warns - 2017 Telugu Movie Scenes,Bhavani HD Movies,24,2017-11-16T13:30:00.000Z,466601,2326,166,134,FALSE,FALSE,FALSE
UG9PxlRX2aI,17.18.11,Big News Big Debate || Bandla Ganesh on removing Akkineni Award category - TV9 Now,TV9 NOW,24,2017-11-16T18:02:47.000Z,351762,2309,450,977,FALSE,FALSE,FALSE
p8XP7A7kvzM,17.18.11,Spill Your Guts or Fill Your Guts w/ Kim Kardashian,The Late Late Show with James Corden,24,2017-11-16T06:44:16.000Z,8072982,174945,6413,9529,FALSE,FALSE,FALSE
KLQQAYneljQ,17.18.11,TEASER | DESIGNER | NIMRAT KHAIRA | DEEP JANDU| HAPPY RAIKOTI | HUMBLE MUSIC | RELEASING ON 20TH NOV,Humble Music,10,2017-11-16T04:30:01.000Z,341851,5440,271,349,FALSE,FALSE,FALSE
5mcBxqAAH5M,17.18.11,TVF Bachelors | Season 2 | Official Trailer,TheViralFeverVideos,24,2017-11-16T13:42:01.000Z,415942,16709,259,1759,FALSE,FALSE,FALSE
oLz-fSyWcx0,17.18.11,"18 नवम्बर को इन 9 में से करे 1 उपाय रातोरात देखे 200% चमत्कार शनि अमावस्या,शनिवार/AstroMitram",AstroMitram,22,2017-11-16T18:42:26.000Z,143740,1650,311,86,FALSE,FALSE,FALSE
PVxtqaZ7CFM,17.18.11,"Deivamagal Episode 1391, 17/11/17",VikatanTV,43,2017-11-17T15:00:05.000Z,523815,2364,1129,383,FALSE,FALSE,FALSE
EaLI1lfw_wM,17.18.11,"Pove Pora Latest Promo - 23rd November 2017 - Poove Poora Show - Sudheer ,Vishnu Priya",mallemalatv,24,2017-11-17T11:31:48.000Z,295399,2556,172,477,FALSE,FALSE,FALSE
Le_i6x1Oc4g,17.18.11,Types of People In A College Canteen | MostlySane,MostlySane,23,2017-11-16T05:30:00.000Z,419905,16385,1434,1442,FALSE,FALSE,FALSE
JSqL2yaWSKE,17.18.11,వేణు మాధవ్ ని లాగేసిన చంద్రబాబు సెక్యూరిటీ ...Chandrababu Security Over Action On Venu Madhav,Around Telugu,24,2017-11-15T07:38:05.000Z,503761,1093,764,251,FALSE,FALSE,FALSE
LyqEhGyeF5g,17.18.11,HOTEL TRANSYLVANIA 3 Official Trailer #1 (2018) Animated Movie HD,Comicbook.com,1,2017-11-16T15:06:20.000Z,617545,7017,523,611,FALSE,FALSE,FALSE
lptdYzQQrgU,17.18.11,Theeran Adhigaaram Ondru - 2 Minute Review | Karthi | Fully Filmy,Fully Filmy,1,2017-11-17T06:14:25.000Z,136966,3838,122,237,FALSE,FALSE,FALSE
io82HGyOf9s,17.18.11,Stop Speak Support,Supercell,29,2017-11-16T12:14:39.000Z,236505,3225,500,475,FALSE,FALSE,FALSE
84x-etyfzrE,17.18.11,SIT | PKP | THE PENALTY | E 20,Shitty Ideas Trending,24,2017-11-17T08:51:29.000Z,230837,9120,176,399,FALSE,FALSE,FALSE
6cR_0HlApkg,17.18.11,🔴[Live] Khanna (Ludhiana) Kabaddi Tournament  17 Nov 2017,Kabaddi365.com,17,2017-11-17T18:16:55.000Z,142791,2104,129,4,FALSE,FALSE,FALSE
iWEUQUVnIlA,17.18.11,War of words between Hyper Aadi & Mahesh Kathi - TV9 Exclusive,TV9 Live,25,2017-11-17T07:04:35.000Z,54817,691,122,594,FALSE,FALSE,FALSE
GZYDBArpHKA,17.18.11,Uppum Mulakum│Flowers│EP# 477,Flowers Comedy,24,2017-11-17T11:37:58.000Z,309568,2337,229,346,FALSE,FALSE,FALSE
Gt2Xu8_ddSA,17.18.11,లగ్గాల లొల్లి షురూ ... రాజుగాన్ని పరేషాన్ చేస్తున్న గంగవ్వ || Dethadi News || TV1,TV1,25,2017-11-16T15:52:10.000Z,203175,1870,133,165,FALSE,FALSE,FALSE
DJ_9WRDPWYQ,17.18.11,"OnePlus 5T Unboxing | Price, Specifications, and More",Gadgets 360,28,2017-11-16T18:00:00.000Z,71200,409,48,46,FALSE,FALSE,FALSE
Qzsnda62XLc,17.18.11,5000HP DEVEL SIXTEEN !!! * CRAZIEST SUPERCAR EVER*,Mo Vlogs,22,2017-11-15T17:00:02.000Z,984363,33850,1591,5948,FALSE,FALSE,FALSE
OCEtNtpHlDc,17.18.11,அதிர்ச்சி செய்தி: சசிகலாவை ‘’போட்டு’”க் கொடுத்தவர்களுக்கு மரண அடி,Sathiyam News,25,2017-11-16T09:28:20.000Z,84522,0,0,31,FALSE,TRUE,FALSE
aumXGJnd_hU,17.18.11,AIB : Lightning Fast Movies,All India Bakchod,23,2017-11-14T05:00:52.000Z,1122114,61434,6745,4142,FALSE,FALSE,FALSE
1MsENU8XLdU,17.18.11,FOR REAL (Mark Angel Comedy) (Episode 135),MarkAngelComedy,23,2017-11-17T10:29:13.000Z,278147,10515,245,814,FALSE,FALSE,FALSE
tyeJ5sQgv9I,17.18.11,"Samantha, NagaChaitanya & Nagarjuna Wishing Akhil Akkineni #HelloTeaser",Masti Circle India,22,2017-11-16T08:45:37.000Z,156924,1166,63,38,FALSE,FALSE,FALSE
Lxet1zLBTM8,17.18.11,Top 5 OnePlus 5T Features!,Marques Brownlee,28,2017-11-16T17:36:14.000Z,1666003,61821,1055,6597,FALSE,FALSE,FALSE
GcJSg7ZFVwk,17.18.11,SHOCKING! Jabardasth Artist Lost His Memory While Saving a GIRL | Latest Updates | VTube Telugu,VTube Telugu,24,2017-11-15T11:30:01.000Z,520528,2898,335,173,FALSE,FALSE,FALSE
QaXTOCVe9kM,17.18.11,HYDERABADI PALAAN KA INTERVIEW || Hyderabad Diaries,Hyderabad Diaries,24,2017-11-17T10:16:12.000Z,69927,7149,317,671,FALSE,FALSE,FALSE
DZRbzVK-98o,17.18.11,जानिए तीनो मैं से किसका घर सबसे महंगा है। Pawan Nirahua Khesari PB News,People biography,25,2017-11-15T13:52:07.000Z,212395,532,240,79,FALSE,FALSE,FALSE
WhnHKIT9124,17.18.11,வாணி ராணி - VAANI RANI -  Episode 1419 - 16/11/2017,RadaanMedia,24,2017-11-16T16:30:02.000Z,420629,1751,384,158,FALSE,FALSE,FALSE
vkr74kiEPM4,17.18.11,Tiger Zinda Hai Trailer Spoof | Salman Khan | Katrina Kaif | SDE,Shudh Desi Endings,23,2017-11-14T14:08:51.000Z,394659,10370,1658,1269,FALSE,FALSE,FALSE
422MZbMcKww,17.18.11,మీ పేరులో మొదటి అక్షరం బట్టి మీ మనస్తత్వం తెలుసుకోండి..! Your Name's FIRST Letter Facts,SumanTV,26,2017-11-17T09:04:41.000Z,90287,625,193,42,FALSE,FALSE,FALSE
OpmaY3WJyoc,17.18.11,లైవ్ లోనే కత్తి మహేష్ ని అద్దిరిపోయే వార్నింగ్ ఇచ్చిన ఆది || Hyper Aadi Strong Reply to Kathi Mahesh,Mr.Venkat,24,2017-11-16T14:48:38.000Z,141445,538,209,197,FALSE,FALSE,FALSE
5RSibH30DdM,17.18.11,Bithiri Sathi Searching For Bride | 1 Lakh Marriages In Two Telugu States | Teenmaar News | V6 News,V6 News Telugu,25,2017-11-16T15:40:54.000Z,298925,1982,186,281,FALSE,FALSE,FALSE
xwA2L2HogYI,17.18.11,போடா தேவி   யா பையன் ஜோதிகாவை காரி துப்பிய sivakumar,Connecting,24,2017-11-16T10:45:17.000Z,178601,386,308,117,FALSE,FALSE,FALSE
uwlIYWMmwLs,17.18.11,"Jan Gan Man Ki Baat, Episode 151: Rafale Deal and Sanitation Coverage in India",The Wire,25,2017-11-16T15:00:25.000Z,107088,4466,187,715,FALSE,FALSE,FALSE
5sVY2KcTuAI,17.18.11,Ama Ghara Laxmi | Full Ep 478 17th Nov 2017 | Odia Serial – TarangTV,Tarang TV,24,2017-11-17T14:42:03.000Z,61089,302,42,26,FALSE,FALSE,FALSE
VpnNR3z_pAM,17.18.11,Super Dancer - Chapter 2 | Kapil Ki English Class | Sat-Sun 8:00 PM | Promo,SET India,24,2017-11-16T06:11:59.000Z,85294,948,68,73,FALSE,FALSE,FALSE
t8r-PHbNf94,17.18.11,"BiggBoss 11 नया Captaincy Task Puneesh Sharma, Bandagi Kalra, Luv Tyagi, होगी जबरदस्त टक्करBandagi",Dekho Dekho,25,2017-11-17T09:41:07.000Z,61316,156,46,130,FALSE,FALSE,FALSE
